AÑO;MES;CCAA;TIPO_VIVIENDA;VIVIENDAS_TURISTICAS;PLAZAS;VALORACIONES;PLAZAS_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;PRECIO
2023;1;Andalucía;Alternativo;822;3275;4,72;3,98;0,02;216,42
2023;1;Andalucía;Apartamento;1617;6011;4,7;3,72;0,03;149,06
2023;1;Andalucía;Casa entera;55726;291513;4,65;5,23;1,19;290,1
2023;1;Andalucía;Habitación compartida;48;132;4,68;2,75;0,0;36,19
2023;1;Andalucía;Habitación privada;4606;12825;4,66;2,78;0,1;114,73
2023;1;Andalucía;No aplica;0;0;;;0,0;
2023;1;Andalucía;Otros;7;8;4,7;1,14;0,0;140,29
2023;1;Aragón;Alternativo;42;150;4,74;3,57;0,01;179,33
2023;1;Aragón;Apartamento;109;429;4,69;3,94;0,01;147,23
2023;1;Aragón;Casa entera;3091;17390;4,59;5,63;0,38;215,81
2023;1;Aragón;Habitación compartida;1;1;4,9;1,0;0,0;60,0
2023;1;Aragón;Habitación privada;433;1403;4,53;3,24;0,05;89,73
2023;1;Aragón;No aplica;0;0;;;0,0;
2023;1;Canarias;Alternativo;898;3101;4,73;3,45;0,08;116,24
2023;1;Canarias;Apartamento;803;2618;4,71;3,26;0,07;138,77
2023;1;Canarias;Casa entera;33134;149609;4,71;4,52;3,04;251,95
2023;1;Canarias;Habitación compartida;151;432;4,71;2,86;0,01;51,09
2023;1;Canarias;Habitación privada;2492;6331;4,69;2,54;0,23;112,38
2023;1;Canarias;No aplica;0;0;;;0,0;
2023;1;Canarias;Otros;10;13;4,76;1,3;0,0;98,8
2023;1;Cantabria;Alternativo;158;729;4,76;4,61;0,04;225,07
2023;1;Cantabria;Apartamento;158;577;4,68;3,65;0,04;488,08
2023;1;Cantabria;Casa entera;4928;26514;4,68;5,38;1,29;274,87
2023;1;Cantabria;Habitación compartida;8;38;4,74;4,75;0,0;45,0
2023;1;Cantabria;Habitación privada;683;1818;4,72;2,66;0,18;122,36
2023;1;Cantabria;No aplica;0;0;;;0,0;
2023;1;Cantabria;Otros;1;11;4,9;11,0;0,0;303,0
2023;1;Castilla - La Mancha;Alternativo;140;624;4,71;4,46;0,01;195,81
2023;1;Castilla - La Mancha;Apartamento;114;408;4,75;3,58;0,01;144,27
2023;1;Castilla - La Mancha;Casa entera;2832;18724;4,44;6,61;0,22;220,91
2023;1;Castilla - La Mancha;Habitación compartida;1;5;4,9;5,0;0,0;72,0
2023;1;Castilla - La Mancha;Habitación privada;571;1887;4,49;3,3;0,04;140,86
2023;1;Castilla - La Mancha;No aplica;0;0;;;0,0;
2023;1;Castilla - La Mancha;Otros;1;4;4,76;4,0;0,0;168,0
2023;1;Castilla y León;Alternativo;92;394;4,77;4,28;0,01;174,72
2023;1;Castilla y León;Apartamento;150;536;4,73;3,57;0,01;120,39
2023;1;Castilla y León;Casa entera;4849;30551;4,51;6,3;0,28;197,08
2023;1;Castilla y León;Habitación compartida;9;25;4,68;2,78;0,0;35,22
2023;1;Castilla y León;Habitación privada;804;2588;4,65;3,22;0,05;83,61
2023;1;Castilla y León;No aplica;0;0;;;0,0;
2023;1;Castilla y León;Otros;4;11;4,63;2,75;0,0;95,0
2023;1;Cataluña;Alternativo;606;2857;4,68;4,71;0,02;203,0
2023;1;Cataluña;Apartamento;931;3824;4,64;4,11;0,02;175,05
2023;1;Cataluña;Casa entera;36828;217012;4,58;5,89;0,94;312,34
2023;1;Cataluña;Habitación compartida;34;87;4,36;2,56;0,0;50,74
2023;1;Cataluña;Habitación privada;4968;13764;4,61;2,77;0,13;107,1
2023;1;Cataluña;No aplica;0;0;;;0,0;
2023;1;Cataluña;Otros;5;4;4,65;0,8;0,0;240,6
2023;1;Ceuta;Alternativo;1;4;4,43;4,0;0,0;76,0
2023;1;Ceuta;Casa entera;27;116;3,19;4,3;0,1;994,74
2023;1;Ceuta;Habitación privada;8;30;3,87;3,75;0,03;60,63
2023;1;Ceuta;No aplica;0;0;;;0,0;
2023;1;Comunidad Foral de Navarra;Alternativo;23;118;4,66;5,13;0,01;206,61
2023;1;Comunidad Foral de Navarra;Apartamento;29;112;4,71;3,86;0,01;168,34
2023;1;Comunidad Foral de Navarra;Casa entera;810;4656;4,49;5,75;0,25;246,6
2023;1;Comunidad Foral de Navarra;Habitación compartida;12;104;3,98;8,67;0,0;206,17
2023;1;Comunidad Foral de Navarra;Habitación privada;341;964;4,64;2,83;0,1;112,33
2023;1;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2023;1;Comunidad de Madrid;Alternativo;96;382;4,67;3,98;0,0;135,86
2023;1;Comunidad de Madrid;Apartamento;544;2020;4,62;3,71;0,02;301,62
2023;1;Comunidad de Madrid;Casa entera;10444;47545;4,54;4,55;0,35;218,81
2023;1;Comunidad de Madrid;Habitación compartida;74;203;4,63;2,74;0,0;52,04
2023;1;Comunidad de Madrid;Habitación privada;4431;10831;4,61;2,44;0,15;102,73
2023;1;Comunidad de Madrid;No aplica;0;0;;;0,0;
2023;1;Comunidad de Madrid;Otros;8;12;4,66;1,5;0,0;121,63
2023;1;Comunitat Valenciana;Alternativo;444;1875;4,7;4,22;0,01;198,03
2023;1;Comunitat Valenciana;Apartamento;1068;4224;4,64;3,96;0,03;122,37
2023;1;Comunitat Valenciana;Casa entera;42184;228225;4,62;5,41;1,29;242,11
2023;1;Comunitat Valenciana;Habitación compartida;28;112;4,67;4,0;0,0;47,21
2023;1;Comunitat Valenciana;Habitación privada;4223;11083;4,61;2,62;0,13;87,41
2023;1;Comunitat Valenciana;No aplica;0;0;;;0,0;
2023;1;Comunitat Valenciana;Otros;5;5;4,82;1,0;0,0;111,0
2023;1;Extremadura;Alternativo;38;125;4,14;3,29;0,01;110,24
2023;1;Extremadura;Apartamento;104;413;4,71;3,97;0,01;112,92
2023;1;Extremadura;Casa entera;1052;5780;4,47;5,49;0,15;166,68
2023;1;Extremadura;Habitación compartida;5;14;4,68;2,8;0,0;39,0
2023;1;Extremadura;Habitación privada;181;576;4,53;3,18;0,03;121,0
2023;1;Extremadura;No aplica;0;0;;;0,0;
2023;1;Galicia;Alternativo;327;1319;4,74;4,03;0,02;158,34
2023;1;Galicia;Apartamento;314;1084;4,74;3,45;0,02;135,61
2023;1;Galicia;Casa entera;12914;71671;4,7;5,55;0,73;178,44
2023;1;Galicia;Habitación compartida;32;169;4,76;5,28;0,0;37,34
2023;1;Galicia;Habitación privada;1427;4203;4,68;2,95;0,08;107,09
2023;1;Galicia;No aplica;0;0;;;0,0;
2023;1;Galicia;Otros;2;4;4,81;2,0;0,0;76,0
2023;1;Illes Balears;Alternativo;346;1411;4,71;4,08;0,05;393,59
2023;1;Illes Balears;Apartamento;404;1695;4,68;4,2;0,06;299,55
2023;1;Illes Balears;Casa entera;18768;119765;4,69;6,38;2,88;734,24
2023;1;Illes Balears;Habitación compartida;5;13;2,67;2,6;0,0;2092,2
2023;1;Illes Balears;Habitación privada;1691;4613;4,65;2,73;0,26;302,13
2023;1;Illes Balears;No aplica;0;0;;;0,0;
2023;1;La Rioja;Alternativo;12;76;4,38;6,33;0,01;215,5
2023;1;La Rioja;Apartamento;47;201;4,73;4,28;0,02;124,36
2023;1;La Rioja;Casa entera;908;5387;4,46;5,93;0,44;165,82
2023;1;La Rioja;Habitación privada;83;270;4,77;3,25;0,04;97,77
2023;1;La Rioja;No aplica;0;0;;;0,0;
2023;1;Melilla;Alternativo;1;1;4,89;1,0;0,0;93,0
2023;1;Melilla;Apartamento;2;11;4,75;5,5;0,01;85,0
2023;1;Melilla;Casa entera;32;159;3,73;4,97;0,11;113,0
2023;1;Melilla;Habitación privada;3;7;4,82;2,33;0,01;51,67
2023;1;Melilla;No aplica;0;0;;;0,0;
2023;1;País Vasco;Alternativo;64;297;4,77;4,64;0,01;210,61
2023;1;País Vasco;Apartamento;87;302;4,72;3,47;0,01;131,74
2023;1;País Vasco;Casa entera;3098;15156;4,59;4,89;0,29;226,22
2023;1;País Vasco;Habitación compartida;16;28;4,66;1,75;0,0;36,81
2023;1;País Vasco;Habitación privada;931;2549;4,67;2,74;0,09;97,14
2023;1;País Vasco;No aplica;0;0;;;0,0;
2023;1;País Vasco;Otros;1;5;4,85;5,0;0,0;196,0
2023;1;Principado de Asturias;Alternativo;91;318;4,74;3,49;0,01;166,35
2023;1;Principado de Asturias;Apartamento;147;515;4,76;3,5;0,02;116,99
2023;1;Principado de Asturias;Casa entera;5216;27200;4,69;5,21;0,77;196,84
2023;1;Principado de Asturias;Habitación compartida;12;18;4,68;1,5;0,0;43,75
2023;1;Principado de Asturias;Habitación privada;481;1366;4,67;2,84;0,07;107,15
2023;1;Principado de Asturias;No aplica;0;0;;;0,0;
2023;1;Principado de Asturias;Otros;2;0;4,83;0,0;0,0;114,0
2023;1;Región de Murcia;Alternativo;63;293;4,71;4,65;0,01;217,49
2023;1;Región de Murcia;Apartamento;65;224;4,73;3,45;0,01;177,52
2023;1;Región de Murcia;Casa entera;5529;29642;4,59;5,36;0,65;270,48
2023;1;Región de Murcia;Habitación compartida;5;34;4,71;6,8;0,0;31,4
2023;1;Región de Murcia;Habitación privada;422;1216;4,58;2,88;0,05;111,08
2023;1;Región de Murcia;No aplica;0;0;;;0,0;
2023;1;Total Nacional;Alternativo;4264;17349;4,71;4,07;0,02;195,79
2023;1;Total Nacional;Apartamento;6693;25204;4,68;3,77;0,03;173,96
2023;1;Total Nacional;Casa entera;242370;1306615;4,63;5,39;0,92;296,99
2023;1;Total Nacional;Habitación compartida;441;1415;4,62;3,21;0,0;74,27
2023;1;Total Nacional;Habitación privada;28779;78324;4,63;2,72;0,11;116,63
2023;1;Total Nacional;No aplica;0;0;;;0,0;
2023;1;Total Nacional;Otros;46;77;4,73;1,67;0,0;133,22
2023;2;Andalucía;Alternativo;826;3275;4,71;3,96;0,02;381,35
2023;2;Andalucía;Apartamento;1628;6040;4,69;3,71;0,03;150,52
2023;2;Andalucía;Casa entera;55966;292717;4,65;5,23;1,2;293,47
2023;2;Andalucía;Habitación compartida;48;132;4,67;2,75;0,0;37,13
2023;2;Andalucía;Habitación privada;4621;12882;4,66;2,79;0,1;116,15
2023;2;Andalucía;No aplica;0;0;;;0,0;
2023;2;Andalucía;Otros;8;9;4,71;1,13;0,0;199,88
2023;2;Aragón;Alternativo;42;151;4,74;3,6;0,01;179,45
2023;2;Aragón;Apartamento;109;430;4,7;3,94;0,01;147,57
2023;2;Aragón;Casa entera;3104;17465;4,59;5,63;0,38;215,92
2023;2;Aragón;Habitación compartida;1;1;4,9;1,0;0,0;60,0
2023;2;Aragón;Habitación privada;434;1408;4,52;3,24;0,05;89,48
2023;2;Aragón;No aplica;0;0;;;0,0;
2023;2;Canarias;Alternativo;900;3110;4,71;3,46;0,08;116,08
2023;2;Canarias;Apartamento;806;2627;4,71;3,26;0,07;138,73
2023;2;Canarias;Casa entera;33286;150183;4,71;4,51;3,06;252,99
2023;2;Canarias;Habitación compartida;151;433;4,68;2,87;0,01;52,84
2023;2;Canarias;Habitación privada;2502;6358;4,69;2,54;0,23;112,25
2023;2;Canarias;No aplica;0;0;;;0,0;
2023;2;Canarias;Otros;10;13;4,78;1,3;0,0;96,6
2023;2;Cantabria;Alternativo;159;731;4,76;4,6;0,04;223,58
2023;2;Cantabria;Apartamento;159;578;4,68;3,64;0,04;487,06
2023;2;Cantabria;Casa entera;4948;26615;4,68;5,38;1,29;277,24
2023;2;Cantabria;Habitación compartida;8;38;4,74;4,75;0,0;45,0
2023;2;Cantabria;Habitación privada;685;1824;4,72;2,66;0,18;122,49
2023;2;Cantabria;No aplica;0;0;;;0,0;
2023;2;Cantabria;Otros;1;11;4,9;11,0;0,0;303,0
2023;2;Castilla - La Mancha;Alternativo;141;626;4,71;4,44;0,01;195,86
2023;2;Castilla - La Mancha;Apartamento;115;408;4,75;3,55;0,01;147,83
2023;2;Castilla - La Mancha;Casa entera;2844;18811;4,44;6,61;0,22;221,27
2023;2;Castilla - La Mancha;Habitación compartida;1;5;4,9;5,0;0,0;72,0
2023;2;Castilla - La Mancha;Habitación privada;571;1892;4,48;3,31;0,04;110,67
2023;2;Castilla - La Mancha;No aplica;0;0;;;0,0;
2023;2;Castilla - La Mancha;Otros;1;4;4,76;4,0;0,0;168,0
2023;2;Castilla y León;Alternativo;93;401;4,77;4,31;0,01;178,91
2023;2;Castilla y León;Apartamento;150;536;4,73;3,57;0,01;120,39
2023;2;Castilla y León;Casa entera;4868;30626;4,51;6,29;0,28;196,91
2023;2;Castilla y León;Habitación compartida;9;25;4,68;2,78;0,0;35,22
2023;2;Castilla y León;Habitación privada;806;2588;4,65;3,21;0,05;83,6
2023;2;Castilla y León;No aplica;0;0;;;0,0;
2023;2;Castilla y León;Otros;4;11;4,63;2,75;0,0;95,0
2023;2;Cataluña;Alternativo;607;2860;4,68;4,71;0,02;204,2
2023;2;Cataluña;Apartamento;933;3839;4,64;4,11;0,02;175,19
2023;2;Cataluña;Casa entera;36992;217991;4,58;5,89;0,95;313,9
2023;2;Cataluña;Habitación compartida;34;87;4,36;2,56;0,0;50,5
2023;2;Cataluña;Habitación privada;4987;13818;4,62;2,77;0,13;107,47
2023;2;Cataluña;No aplica;0;0;;;0,0;
2023;2;Cataluña;Otros;5;4;4,62;0,8;0,0;233,8
2023;2;Ceuta;Alternativo;1;4;4,43;4,0;0,0;76,0
2023;2;Ceuta;Casa entera;27;116;3,19;4,3;0,1;994,74
2023;2;Ceuta;Habitación privada;8;30;3,87;3,75;0,03;60,63
2023;2;Ceuta;No aplica;0;0;;;0,0;
2023;2;Comunidad Foral de Navarra;Alternativo;23;118;4,66;5,13;0,01;207,52
2023;2;Comunidad Foral de Navarra;Apartamento;29;112;4,71;3,86;0,01;168,66
2023;2;Comunidad Foral de Navarra;Casa entera;815;4682;4,49;5,74;0,25;248,64
2023;2;Comunidad Foral de Navarra;Habitación compartida;12;106;4,01;8,83;0,0;222,67
2023;2;Comunidad Foral de Navarra;Habitación privada;343;971;4,64;2,83;0,1;112,32
2023;2;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2023;2;Comunidad de Madrid;Alternativo;97;381;4,67;3,93;0,0;136,33
2023;2;Comunidad de Madrid;Apartamento;548;2028;4,61;3,7;0,02;301,07
2023;2;Comunidad de Madrid;Casa entera;10486;47725;4,54;4,55;0,35;218,77
2023;2;Comunidad de Madrid;Habitación compartida;75;205;4,64;2,73;0,0;51,63
2023;2;Comunidad de Madrid;Habitación privada;4445;10871;4,62;2,45;0,15;102,66
2023;2;Comunidad de Madrid;No aplica;0;0;;;0,0;
2023;2;Comunidad de Madrid;Otros;8;12;4,66;1,5;0,0;121,63
2023;2;Comunitat Valenciana;Alternativo;445;1884;4,7;4,23;0,01;195,45
2023;2;Comunitat Valenciana;Apartamento;1072;4249;4,66;3,96;0,03;121,54
2023;2;Comunitat Valenciana;Casa entera;42379;229297;4,62;5,41;1,29;237,04
2023;2;Comunitat Valenciana;Habitación compartida;28;112;4,66;4,0;0,0;46,89
2023;2;Comunitat Valenciana;Habitación privada;4244;11134;4,61;2,62;0,13;87,13
2023;2;Comunitat Valenciana;No aplica;0;0;;;0,0;
2023;2;Comunitat Valenciana;Otros;5;5;4,66;1,0;0,0;111,8
2023;2;Extremadura;Alternativo;38;127;4,14;3,34;0,01;110,97
2023;2;Extremadura;Apartamento;104;413;4,7;3,97;0,01;112,92
2023;2;Extremadura;Casa entera;1057;5799;4,48;5,49;0,15;166,92
2023;2;Extremadura;Habitación compartida;5;14;4,64;2,8;0,0;39,0
2023;2;Extremadura;Habitación privada;181;577;4,53;3,19;0,03;121,0
2023;2;Extremadura;No aplica;0;0;;;0,0;
2023;2;Galicia;Alternativo;330;1328;4,73;4,02;0,02;158,13
2023;2;Galicia;Apartamento;317;1087;4,75;3,43;0,02;136,26
2023;2;Galicia;Casa entera;12972;71995;4,7;5,55;0,74;179,87
2023;2;Galicia;Habitación compartida;32;170;4,75;5,31;0,0;37,19
2023;2;Galicia;Habitación privada;1431;4217;4,68;2,95;0,08;107,32
2023;2;Galicia;No aplica;0;0;;;0,0;
2023;2;Galicia;Otros;2;4;4,81;2,0;0,0;76,0
2023;2;Illes Balears;Alternativo;347;1421;4,72;4,1;0,05;383,37
2023;2;Illes Balears;Apartamento;407;1681;4,7;4,13;0,06;300,07
2023;2;Illes Balears;Casa entera;18853;120426;4,69;6,39;2,89;725,35
2023;2;Illes Balears;Habitación compartida;5;13;2,67;2,6;0,0;2092,2
2023;2;Illes Balears;Habitación privada;1696;4626;4,65;2,73;0,26;302,68
2023;2;Illes Balears;No aplica;0;0;;;0,0;
2023;2;La Rioja;Alternativo;12;76;4,39;6,33;0,01;215,42
2023;2;La Rioja;Apartamento;48;204;4,76;4,25;0,02;123,67
2023;2;La Rioja;Casa entera;915;5421;4,46;5,92;0,45;165,17
2023;2;La Rioja;Habitación privada;84;273;4,77;3,25;0,04;96,96
2023;2;La Rioja;No aplica;0;0;;;0,0;
2023;2;Melilla;Alternativo;1;1;4,89;1,0;0,0;93,0
2023;2;Melilla;Apartamento;2;11;4,75;5,5;0,01;85,0
2023;2;Melilla;Casa entera;32;159;3,73;4,97;0,11;113,0
2023;2;Melilla;Habitación privada;3;7;4,82;2,33;0,01;51,67
2023;2;Melilla;No aplica;0;0;;;0,0;
2023;2;País Vasco;Alternativo;65;299;4,77;4,6;0,01;214,15
2023;2;País Vasco;Apartamento;87;302;4,73;3,47;0,01;132,14
2023;2;País Vasco;Casa entera;3109;15205;4,59;4,89;0,29;226,36
2023;2;País Vasco;Habitación compartida;16;28;4,66;1,75;0,0;36,81
2023;2;País Vasco;Habitación privada;934;2557;4,67;2,74;0,09;97,08
2023;2;País Vasco;No aplica;0;0;;;0,0;
2023;2;País Vasco;Otros;1;5;4,85;5,0;0,0;196,0
2023;2;Principado de Asturias;Alternativo;91;319;4,76;3,51;0,01;168,11
2023;2;Principado de Asturias;Apartamento;147;515;4,76;3,5;0,02;117,65
2023;2;Principado de Asturias;Casa entera;5242;27329;4,69;5,21;0,78;198,55
2023;2;Principado de Asturias;Habitación compartida;12;18;4,71;1,5;0,0;44,42
2023;2;Principado de Asturias;Habitación privada;484;1373;4,68;2,84;0,07;107,9
2023;2;Principado de Asturias;No aplica;0;0;;;0,0;
2023;2;Principado de Asturias;Otros;2;0;4,83;0,0;0,0;114,0
2023;2;Región de Murcia;Alternativo;63;295;4,72;4,68;0,01;223,0
2023;2;Región de Murcia;Apartamento;65;224;4,72;3,45;0,01;178,35
2023;2;Región de Murcia;Casa entera;5552;29738;4,6;5,36;0,66;273,26
2023;2;Región de Murcia;Habitación compartida;5;34;4,74;6,8;0,0;32,8
2023;2;Región de Murcia;Habitación privada;423;1218;4,57;2,88;0,05;112,93
2023;2;Región de Murcia;No aplica;0;0;;;0,0;
2023;2;Total Nacional;Alternativo;4281;17407;4,71;4,07;0,02;226,86
2023;2;Total Nacional;Apartamento;6726;25284;4,68;3,76;0,03;174,34
2023;2;Total Nacional;Casa entera;243447;1312300;4,63;5,39;0,92;296,81
2023;2;Total Nacional;Habitación compartida;442;1421;4,61;3,21;0,0;75,29
2023;2;Total Nacional;Habitación privada;28882;78624;4,64;2,72;0,11;116,33
2023;2;Total Nacional;No aplica;0;0;;;0,0;
2023;2;Total Nacional;Otros;47;78;4,71;1,66;0,0;142,4
2023;3;Andalucía;Alternativo;848;3391;4,71;4,0;0,02;235,46
2023;3;Andalucía;Apartamento;1663;6194;4,69;3,72;0,04;148,55
2023;3;Andalucía;Casa entera;57475;300551;4,65;5,23;1,23;291,2
2023;3;Andalucía;Habitación compartida;48;135;4,69;2,81;0,0;43,25
2023;3;Andalucía;Habitación privada;4751;13271;4,66;2,79;0,1;115,04
2023;3;Andalucía;No aplica;0;0;;;0,0;
2023;3;Andalucía;Otros;8;9;4,67;1,13;0,0;208,63
2023;3;Aragón;Alternativo;45;157;4,76;3,49;0,01;182,42
2023;3;Aragón;Apartamento;109;437;4,69;4,01;0,01;148,42
2023;3;Aragón;Casa entera;3196;17988;4,59;5,63;0,39;214,72
2023;3;Aragón;Habitación compartida;1;1;4,86;1,0;0,0;58,0
2023;3;Aragón;Habitación privada;443;1441;4,51;3,25;0,05;90,14
2023;3;Aragón;No aplica;0;0;;;0,0;
2023;3;Canarias;Alternativo;912;3172;4,72;3,48;0,08;120,87
2023;3;Canarias;Apartamento;826;2692;4,7;3,26;0,08;139,02
2023;3;Canarias;Casa entera;34204;153744;4,71;4,49;3,14;257,84
2023;3;Canarias;Habitación compartida;155;443;4,72;2,86;0,01;52,83
2023;3;Canarias;Habitación privada;2578;6496;4,69;2,52;0,24;117,05
2023;3;Canarias;No aplica;0;0;;;0,0;
2023;3;Canarias;Otros;10;13;4,81;1,3;0,0;95,6
2023;3;Cantabria;Alternativo;163;755;4,76;4,63;0,04;222,01
2023;3;Cantabria;Apartamento;161;593;4,71;3,68;0,04;575,88
2023;3;Cantabria;Casa entera;5088;27350;4,68;5,38;1,33;265,04
2023;3;Cantabria;Habitación compartida;8;39;4,73;4,88;0,0;45,75
2023;3;Cantabria;Habitación privada;700;1875;4,71;2,68;0,18;120,61
2023;3;Cantabria;No aplica;0;0;;;0,0;
