mes,categoria_alojamiento,periodo_antelacion,valoraciones_norm,tiene_valoraciones,tipo_dia,precio
4,hotel 4 estrellas,1 mes,3.2735,True,semana,79.0
4,hotel 4 estrellas,1 semana,3.2735,True,semana,76.0
4,hotel 4 estrellas,2 semanas,3.2735,True,semana,75.0
4,hotel 4 estrellas,3 meses,3.2735,True,semana,77.0
4,hotel 5 estrellas,1 mes,3.8525,True,semana,80.0
4,hotel 5 estrellas,1 semana,3.8525,True,semana,72.0
4,hotel 5 estrellas,2 semanas,3.8525,True,semana,76.0
4,hotel 5 estrellas,3 meses,3.8525,True,semana,82.0
5,hotel 3 estrellas,1 mes,3.6005000000000003,True,semana,83.0
5,hotel 3 estrellas,1 semana,3.6005000000000003,True,semana,82.0
5,hotel 3 estrellas,2 semanas,3.6005000000000003,True,semana,84.0
5,hotel 3 estrellas,3 meses,3.6005000000000003,True,semana,84.0
5,hotel 4 estrellas,1 mes,3.7035,True,semana,74.0
5,hotel 4 estrellas,1 semana,3.7035,True,semana,75.0
5,hotel 4 estrellas,2 semanas,3.7035,True,semana,75.0
5,hotel 4 estrellas,3 meses,3.7035,True,semana,73.0
5,hotel 5 estrellas,1 mes,4.59,True,semana,161.0
5,hotel 5 estrellas,1 semana,4.59,True,semana,136.0
5,hotel 5 estrellas,2 semanas,4.59,True,semana,152.0
5,hotel 5 estrellas,3 meses,4.59,True,semana,158.0
6,hotel 3 estrellas,1 mes,3.7775,True,semana,96.0
6,hotel 3 estrellas,1 semana,3.7775,True,semana,93.0
6,hotel 3 estrellas,2 semanas,3.7775,True,semana,97.0
6,hotel 3 estrellas,3 meses,3.7775,True,semana,93.0
6,hotel 4 estrellas,1 mes,3.125,True,semana,103.0
6,hotel 4 estrellas,1 semana,3.125,True,semana,107.0
6,hotel 4 estrellas,2 semanas,3.125,True,semana,109.0
6,hotel 4 estrellas,3 meses,3.125,True,semana,100.0
6,hotel 5 estrellas,1 mes,1.2025,True,semana,185.0
6,hotel 5 estrellas,1 semana,1.2025,True,semana,163.0
6,hotel 5 estrellas,2 semanas,1.2025,True,semana,167.0
6,hotel 5 estrellas,3 meses,1.2025,True,semana,184.0
7,hotel 3 estrellas,1 mes,2.5205,True,semana,121.0
7,hotel 3 estrellas,1 semana,2.5205,True,semana,123.0
7,hotel 3 estrellas,2 semanas,2.5205,True,semana,119.0
7,hotel 3 estrellas,3 meses,2.5205,True,semana,111.0
7,hotel 4 estrellas,1 mes,3.2145,True,semana,163.0
7,hotel 4 estrellas,1 semana,3.2145,True,semana,159.0
7,hotel 4 estrellas,2 semanas,3.2145,True,semana,156.0
7,hotel 4 estrellas,3 meses,3.2145,True,semana,153.0
7,hotel 5 estrellas,1 mes,3.766,True,semana,248.0
7,hotel 5 estrellas,1 semana,3.766,True,semana,198.0
7,hotel 5 estrellas,2 semanas,3.766,True,semana,217.0
7,hotel 5 estrellas,3 meses,3.766,True,semana,255.0
8,hotel 3 estrellas,1 mes,2.558,True,semana,135.0
8,hotel 3 estrellas,1 semana,2.558,True,semana,139.0
8,hotel 3 estrellas,2 semanas,2.558,True,semana,142.0
8,hotel 3 estrellas,3 meses,2.558,True,semana,120.0
8,hotel 4 estrellas,1 mes,2.72,True,semana,187.0
8,hotel 4 estrellas,1 semana,2.72,True,semana,166.0
8,hotel 4 estrellas,2 semanas,2.72,True,semana,176.0
8,hotel 4 estrellas,3 meses,2.72,True,semana,173.0
8,hotel 5 estrellas,1 mes,2.5065,True,semana,239.0
8,hotel 5 estrellas,1 semana,2.5065,True,semana,244.0
8,hotel 5 estrellas,2 semanas,2.5065,True,semana,243.0
8,hotel 5 estrellas,3 meses,2.5065,True,semana,322.0
